light-bh1745,"[4.0,9941.0,3.0]",1497392479552
light-bh1745,"[5.0,6083.0,3.0]",1497392479902
light-bh1745,"[4.0,8913.0,3.0]",1497392480251
light-bh1745,"[12.0,6909.0,3.0]",1497392480601
light-bh1745,"[9.0,8913.0,1.0]",1497392480951
light-bh1745,"[3.0,9941.0,3.0]",1497392481301
light-bh1745,"[9.0,10000.0,2.0]",1497392481651
light-bh1745,"[5.0,8101.0,3.0]",1497392482002
light-bh1745,"[4.0,10000.0,3.0]",1497392482351
light-bh1745,"[5.0,7447.0,3.0]",1497392482701
light-bh1745,"[4.0,8913.0,3.0]",1497392483051
light-bh1745,"[5.0,8101.0,4.0]",1497392483401
light-bh1745,"[7.0,6909.0,4.0]",1497392483752
light-bh1745,"[4.0,8101.0,3.0]",1497392484101
light-bh1745,"[5.0,7447.0,3.0]",1497392484452
light-bh1745,"[5.0,5663.0,3.0]",1497392484801
light-bh1745,"[11.0,8101.0,2.0]",1497392485152
light-bh1745,"[10.0,6602.0,2.0]",1497392485501
light-bh1745,"[4.0,10000.0,3.0]",1497392485851
light-bh1745,"[10.0,10000.0,1.0]",1497392486201
light-bh1745,"[4.0,8101.0,3.0]",1497392486551
light-bh1745,"[4.0,10000.0,3.0]",1497392486901
light-bh1745,"[4.0,10000.0,3.0]",1497392487251
light-bh1745,"[4.0,8913.0,3.0]",1497392487602
light-bh1745,"[8.0,9941.0,2.0]",1497392487951
light-bh1745,"[5.0,8101.0,3.0]",1497392488301
light-bh1745,"[4.0,9941.0,3.0]",1497392488651
light-bh1745,"[11.0,10000.0,2.0]",1497392489001
light-bh1745,"[10.0,8913.0,2.0]",1497392489352
light-bh1745,"[4.0,8913.0,3.0]",1497392489702
light-bh1745,"[4.0,8913.0,3.0]",1497392490051
light-bh1745,"[12.0,5663.0,3.0]",1497392490401
light-bh1745,"[5.0,8101.0,3.0]",1497392490751
light-bh1745,"[10.0,8913.0,2.0]",1497392491102
light-bh1745,"[4.0,6602.0,3.0]",1497392491451
light-bh1745,"[8.0,10000.0,2.0]",1497392491801
light-bh1745,"[5.0,8101.0,3.0]",1497392492152
light-bh1745,"[4.0,10000.0,3.0]",1497392492501
light-bh1745,"[4.0,8101.0,3.0]",1497392492853
light-bh1745,"[4.0,8913.0,3.0]",1497392493204
light-bh1745,"[4.0,8913.0,3.0]",1497392493553
light-bh1745,"[4.0,6083.0,4.0]",1497392493903
light-bh1745,"[11.0,8101.0,1.0]",1497392494145
light-bh1745,"[3.0,9941.0,3.0]",1497392494501
light-bh1745,"[9.0,10000.0,2.0]",1497392494852
light-bh1745,"[8.0,7256.0,2.0]",1497392495201
light-bh1745,"[4.0,8913.0,3.0]",1497392495551
light-bh1745,"[9.0,8913.0,2.0]",1497392495902
light-bh1745,"[3.0,10000.0,3.0]",1497392496252
light-bh1745,"[10.0,10000.0,1.0]",1497392496602
light-bh1745,"[4.0,8101.0,3.0]",1497392496952
light-bh1745,"[3.0,10000.0,3.0]",1497392497302
light-bh1745,"[3.0,7256.0,3.0]",1497392497652
light-bh1745,"[4.0,8913.0,3.0]",1497392498002
light-bh1745,"[10.0,8101.0,2.0]",1497392498351
light-bh1745,"[3.0,7256.0,3.0]",1497392498702
light-bh1745,"[5.0,8913.0,3.0]",1497392499052
light-bh1745,"[5.0,8913.0,3.0]",1497392499401
light-bh1745,"[9.0,6602.0,2.0]",1497392499752
light-bh1745,"[8.0,7256.0,2.0]",1497392500102
light-bh1745,"[4.0,10000.0,3.0]",1497392500452
light-bh1745,"[5.0,7447.0,3.0]",1497392500801
light-bh1745,"[5.0,8101.0,3.0]",1497392501152
light-bh1745,"[4.0,8913.0,3.0]",1497392501501
light-bh1745,"[10.0,10000.0,2.0]",1497392501852
light-bh1745,"[5.0,7447.0,3.0]",1497392502201
light-bh1745,"[9.0,10000.0,2.0]",1497392502551
light-bh1745,"[4.0,8913.0,3.0]",1497392502902
light-bh1745,"[5.0,8101.0,3.0]",1497392503251
light-bh1745,"[8.0,9941.0,2.0]",1497392503602
light-bh1745,"[5.0,8101.0,3.0]",1497392503952
light-bh1745,"[4.0,6083.0,4.0]",1497392504302
light-bh1745,"[4.0,8913.0,3.0]",1497392504651
light-bh1745,"[8.0,9941.0,2.0]",1497392505002
light-bh1745,"[5.0,8101.0,3.0]",1497392505352
light-bh1745,"[8.0,10000.0,2.0]",1497392505702
light-bh1745,"[5.0,8101.0,3.0]",1497392506052
light-bh1745,"[4.0,8913.0,4.0]",1497392506401
light-bh1745,"[4.0,6602.0,3.0]",1497392506752
light-bh1745,"[12.0,6909.0,3.0]",1497392507102
light-bh1745,"[9.0,9941.0,2.0]",1497392507452
light-bh1745,"[8.0,9941.0,2.0]",1497392507802
light-bh1745,"[5.0,6083.0,3.0]",1497392508152
light-bh1745,"[4.0,10000.0,3.0]",1497392508501
light-bh1745,"[8.0,9941.0,2.0]",1497392508852
light-bh1745,"[10.0,8913.0,2.0]",1497392509202
light-bh1745,"[4.0,8101.0,3.0]",1497392509552
light-bh1745,"[5.0,8101.0,3.0]",1497392509902
light-bh1745,"[10.0,10000.0,2.0]",1497392510252
light-bh1745,"[4.0,8913.0,3.0]",1497392510602
light-bh1745,"[4.0,8101.0,3.0]",1497392510951
light-bh1745,"[3.0,10000.0,4.0]",1497392511302
light-bh1745,"[10.0,8913.0,2.0]",1497392511652
light-bh1745,"[4.0,8913.0,4.0]",1497392512002
light-bh1745,"[10.0,8913.0,2.0]",1497392512352
light-bh1745,"[5.0,10000.0,3.0]",1497392512702
light-bh1745,"[5.0,10000.0,3.0]",1497392513052
light-bh1745,"[9.0,8101.0,2.0]",1497392513402
light-bh1745,"[5.0,8101.0,4.0]",1497392513752
light-bh1745,"[10.0,8101.0,2.0]",1497392514102
light-bh1745,"[4.0,8913.0,3.0]",1497392514452
light-bh1745,"[4.0,10000.0,3.0]",1497392514802
light-bh1745,"[5.0,7447.0,3.0]",1497392515152
light-bh1745,"[10.0,6083.0,2.0]",1497392515502
light-bh1745,"[5.0,8101.0,3.0]",1497392515852
light-bh1745,"[4.0,10000.0,3.0]",1497392516201
light-bh1745,"[5.0,8913.0,4.0]",1497392516552
light-bh1745,"[4.0,10000.0,3.0]",1497392516901
light-bh1745,"[12.0,6909.0,3.0]",1497392517252
light-bh1745,"[5.0,8101.0,3.0]",1497392517602
light-bh1745,"[5.0,8101.0,3.0]",1497392517952
light-bh1745,"[4.0,8913.0,3.0]",1497392518302
light-bh1745,"[6.0,7447.0,4.0]",1497392518652
light-bh1745,"[4.0,10000.0,3.0]",1497392519002
light-bh1745,"[10.0,8913.0,2.0]",1497392519352
light-bh1745,"[4.0,10000.0,4.0]",1497392519702
light-bh1745,"[4.0,8913.0,3.0]",1497392520052
light-bh1745,"[5.0,6602.0,3.0]",1497392520402
light-bh1745,"[4.0,8913.0,3.0]",1497392520752
light-bh1745,"[5.0,8101.0,3.0]",1497392521101
light-bh1745,"[5.0,10000.0,3.0]",1497392521452
light-bh1745,"[6.0,6909.0,3.0]",1497392521802
light-bh1745,"[4.0,8913.0,3.0]",1497392522152
light-bh1745,"[4.0,8101.0,3.0]",1497392522502
light-bh1745,"[9.0,8913.0,2.0]",1497392522852
light-bh1745,"[10.0,8913.0,2.0]",1497392523202
light-bh1745,"[8.0,10000.0,2.0]",1497392523551
light-bh1745,"[4.0,8913.0,3.0]",1497392523902
light-bh1745,"[3.0,9941.0,3.0]",1497392524252
light-bh1745,"[9.0,8913.0,2.0]",1497392524602
light-bh1745,"[5.0,10000.0,3.0]",1497392524951
light-bh1745,"[8.0,10000.0,1.0]",1497392525302
light-bh1745,"[4.0,8913.0,3.0]",1497392525652
light-bh1745,"[5.0,6083.0,3.0]",1497392526002
light-bh1745,"[5.0,6083.0,3.0]",1497392526352
light-bh1745,"[4.0,7256.0,3.0]",1497392526702
light-bh1745,"[5.0,9499.0,4.0]",1497392527052
light-bh1745,"[5.0,8101.0,3.0]",1497392527402
light-bh1745,"[5.0,8101.0,3.0]",1497392527752
light-bh1745,"[4.0,8101.0,3.0]",1497392528101
light-bh1745,"[5.0,8101.0,4.0]",1497392528452
light-bh1745,"[3.0,10000.0,2.0]",1497392528802
light-bh1745,"[5.0,7256.0,3.0]",1497392529152
light-bh1745,"[5.0,7447.0,3.0]",1497392529502
light-bh1745,"[4.0,8913.0,3.0]",1497392529852
light-bh1745,"[4.0,9941.0,3.0]",1497392530202
light-bh1745,"[9.0,8101.0,2.0]",1497392530552
light-bh1745,"[3.0,6602.0,3.0]",1497392530902
light-bh1745,"[4.0,8913.0,3.0]",1497392531252
light-bh1745,"[4.0,10000.0,3.0]",1497392531602
light-bh1745,"[4.0,6083.0,3.0]",1497392531951
light-bh1745,"[4.0,6083.0,3.0]",1497392532302
light-bh1745,"[5.0,10000.0,3.0]",1497392532652
light-bh1745,"[5.0,7447.0,3.0]",1497392533002
light-bh1745,"[4.0,8913.0,3.0]",1497392533352
light-bh1745,"[4.0,8913.0,3.0]",1497392533702
light-bh1745,"[4.0,8101.0,3.0]",1497392534051
light-bh1745,"[10.0,8913.0,2.0]",1497392534402
light-bh1745,"[10.0,8913.0,2.0]",1497392534751
light-bh1745,"[4.0,8913.0,3.0]",1497392535102
light-bh1745,"[5.0,6083.0,3.0]",1497392535452
light-bh1745,"[4.0,8913.0,3.0]",1497392535801
light-bh1745,"[4.0,8101.0,3.0]",1497392536152
light-bh1745,"[5.0,8101.0,3.0]",1497392536502
light-bh1745,"[4.0,8913.0,3.0]",1497392536852
light-bh1745,"[4.0,10000.0,4.0]",1497392537201
light-bh1745,"[5.0,5663.0,3.0]",1497392537551
light-bh1745,"[3.0,10000.0,3.0]",1497392537902
light-bh1745,"[4.0,9941.0,3.0]",1497392538252
light-bh1745,"[5.0,10000.0,3.0]",1497392538602
light-bh1745,"[5.0,8101.0,3.0]",1497392538952
light-bh1745,"[4.0,8913.0,4.0]",1497392539302
light-bh1745,"[5.0,8913.0,3.0]",1497392539652
light-bh1745,"[3.0,10000.0,2.0]",1497392540002
light-bh1745,"[5.0,8913.0,3.0]",1497392540352
light-bh1745,"[4.0,8913.0,3.0]",1497392540702
light-bh1745,"[3.0,10000.0,2.0]",1497392541051
light-bh1745,"[9.0,9941.0,2.0]",1497392541402
light-bh1745,"[4.0,6602.0,3.0]",1497392541752
light-bh1745,"[5.0,6602.0,3.0]",1497392542102
light-bh1745,"[3.0,10000.0,3.0]",1497392542452
light-bh1745,"[4.0,8913.0,3.0]",1497392542802
light-bh1745,"[3.0,9941.0,3.0]",1497392543152
light-bh1745,"[3.0,8913.0,4.0]",1497392543501
light-bh1745,"[3.0,9941.0,3.0]",1497392543852
light-bh1745,"[4.0,9941.0,3.0]",1497392544202
light-bh1745,"[3.0,9941.0,3.0]",1497392544552
light-bh1745,"[4.0,10000.0,3.0]",1497392544901
light-bh1745,"[5.0,8101.0,3.0]",1497392545252
light-bh1745,"[8.0,10000.0,2.0]",1497392545601
light-bh1745,"[5.0,6602.0,3.0]",1497392545951
light-bh1745,"[10.0,6602.0,2.0]",1497392546302
light-bh1745,"[4.0,7256.0,3.0]",1497392546651
light-bh1745,"[4.0,6602.0,3.0]",1497392547002
light-bh1745,"[5.0,8101.0,3.0]",1497392547352
light-bh1745,"[4.0,10000.0,3.0]",1497392547702
light-bh1745,"[5.0,6602.0,3.0]",1497392548051
light-bh1745,"[4.0,8913.0,3.0]",1497392548402
light-bh1745,"[9.0,8913.0,2.0]",1497392548752
light-bh1745,"[4.0,8913.0,3.0]",1497392549102
light-bh1745,"[4.0,10000.0,3.0]",1497392549451
light-bh1745,"[4.0,8913.0,3.0]",1497392549802
light-bh1745,"[4.0,9941.0,3.0]",1497392550152
light-bh1745,"[3.0,10000.0,2.0]",1497392550502
light-bh1745,"[3.0,10000.0,2.0]",1497392550852
light-bh1745,"[5.0,8913.0,3.0]",1497392551202
light-bh1745,"[4.0,10000.0,3.0]",1497392551552
light-bh1745,"[8.0,9941.0,2.0]",1497392551902
light-bh1745,"[10.0,10000.0,2.0]",1497392552252
light-bh1745,"[5.0,6083.0,3.0]",1497392552602
light-bh1745,"[3.0,10000.0,2.0]",1497392552952
light-bh1745,"[4.0,10000.0,3.0]",1497392553302
light-bh1745,"[4.0,9941.0,3.0]",1497392553652
light-bh1745,"[10.0,8913.0,2.0]",1497392554002
light-bh1745,"[3.0,10000.0,3.0]",1497392554351
light-bh1745,"[4.0,7256.0,3.0]",1497392554702
light-bh1745,"[8.0,10000.0,2.0]",1497392555052
light-bh1745,"[3.0,10000.0,3.0]",1497392555401
light-bh1745,"[8.0,7256.0,2.0]",1497392555752
light-bh1745,"[5.0,7256.0,3.0]",1497392556102
light-bh1745,"[5.0,7256.0,3.0]",1497392556452
light-bh1745,"[4.0,10000.0,3.0]",1497392556802
light-bh1745,"[4.0,8913.0,3.0]",1497392557152
light-bh1745,"[4.0,9941.0,3.0]",1497392557502
light-bh1745,"[5.0,8913.0,3.0]",1497392557852
light-bh1745,"[10.0,8101.0,2.0]",1497392558202
light-bh1745,"[5.0,7447.0,3.0]",1497392558552
light-bh1745,"[5.0,6083.0,3.0]",1497392558902
light-bh1745,"[5.0,10000.0,3.0]",1497392559252
light-bh1745,"[4.0,9941.0,3.0]",1497392559602
light-bh1745,"[3.0,9941.0,3.0]",1497392559952
light-bh1745,"[4.0,8913.0,3.0]",1497392560302
light-bh1745,"[4.0,6602.0,3.0]",1497392560652
light-bh1745,"[4.0,6602.0,3.0]",1497392561002
light-bh1745,"[8.0,10000.0,2.0]",1497392561352
light-bh1745,"[4.0,9941.0,3.0]",1497392561702
light-bh1745,"[3.0,9941.0,3.0]",1497392562052
light-bh1745,"[3.0,10000.0,3.0]",1497392562401
light-bh1745,"[5.0,6083.0,3.0]",1497392562752
light-bh1745,"[4.0,6602.0,3.0]",1497392563101
light-bh1745,"[3.0,9941.0,3.0]",1497392563452
light-bh1745,"[8.0,7256.0,2.0]",1497392563801
light-bh1745,"[5.0,8101.0,3.0]",1497392564152
light-bh1745,"[4.0,6602.0,3.0]",1497392564502
light-bh1745,"[3.0,10000.0,3.0]",1497392564852
light-bh1745,"[5.0,6602.0,3.0]",1497392565201
light-bh1745,"[3.0,10000.0,3.0]",1497392565552
light-bh1745,"[3.0,10000.0,3.0]",1497392565903
light-bh1745,"[4.0,7256.0,3.0]",1497392566252
light-bh1745,"[5.0,6602.0,3.0]",1497392566602
light-bh1745,"[4.0,8913.0,3.0]",1497392566952
light-bh1745,"[4.0,6602.0,3.0]",1497392567302
light-bh1745,"[8.0,10000.0,2.0]",1497392567652
light-bh1745,"[8.0,10000.0,1.0]",1497392568002
light-bh1745,"[4.0,8101.0,3.0]",1497392568351
light-bh1745,"[5.0,6602.0,4.0]",1497392568702
light-bh1745,"[3.0,10000.0,3.0]",1497392569052
light-bh1745,"[8.0,9941.0,2.0]",1497392569402
light-bh1745,"[11.0,8101.0,3.0]",1497392569752
light-bh1745,"[5.0,6083.0,3.0]",1497392570102
light-bh1745,"[3.0,10000.0,3.0]",1497392570452
light-bh1745,"[4.0,9941.0,3.0]",1497392570802
light-bh1745,"[3.0,8101.0,4.0]",1497392571152
light-bh1745,"[4.0,8913.0,3.0]",1497392571502
light-bh1745,"[4.0,6602.0,4.0]",1497392571852
light-bh1745,"[4.0,8913.0,3.0]",1497392572202
light-bh1745,"[5.0,10000.0,3.0]",1497392572552
light-bh1745,"[4.0,6602.0,3.0]",1497392572901
light-bh1745,"[4.0,7256.0,3.0]",1497392573252
light-bh1745,"[5.0,8913.0,3.0]",1497392573602
light-bh1745,"[4.0,7256.0,3.0]",1497392573952
light-bh1745,"[4.0,6602.0,3.0]",1497392574302
light-bh1745,"[4.0,6602.0,3.0]",1497392574651
light-bh1745,"[5.0,8101.0,4.0]",1497392575002
light-bh1745,"[3.0,10000.0,3.0]",1497392575352
light-bh1745,"[4.0,8913.0,3.0]",1497392575702
light-bh1745,"[4.0,8913.0,3.0]",1497392576052
light-bh1745,"[4.0,9941.0,3.0]",1497392576402
light-bh1745,"[4.0,6602.0,3.0]",1497392576752
light-bh1745,"[4.0,6602.0,3.0]",1497392577102
light-bh1745,"[4.0,6602.0,3.0]",1497392577452
light-bh1745,"[4.0,9941.0,3.0]",1497392577802
light-bh1745,"[10.0,6602.0,2.0]",1497392578152
light-bh1745,"[4.0,6602.0,3.0]",1497392578501
light-bh1745,"[4.0,8913.0,3.0]",1497392578852
light-bh1745,"[4.0,7256.0,3.0]",1497392579202
light-bh1745,"[4.0,6602.0,3.0]",1497392579552
light-bh1745,"[5.0,8101.0,3.0]",1497392579902
light-bh1745,"[4.0,7256.0,3.0]",1497392580252
light-bh1745,"[4.0,8913.0,3.0]",1497392580602
light-bh1745,"[3.0,10000.0,4.0]",1497392580951
light-bh1745,"[4.0,8913.0,3.0]",1497392581302
light-bh1745,"[8.0,9941.0,2.0]",1497392581652
light-bh1745,"[3.0,10000.0,3.0]",1497392582002
light-bh1745,"[3.0,10000.0,3.0]",1497392582352
light-bh1745,"[4.0,7256.0,3.0]",1497392582702
light-bh1745,"[4.0,8913.0,3.0]",1497392583052
light-bh1745,"[5.0,8101.0,3.0]",1497392583402
light-bh1745,"[4.0,6602.0,3.0]",1497392583752
light-bh1745,"[9.0,6602.0,2.0]",1497392584101
light-bh1745,"[4.0,9941.0,3.0]",1497392584452
light-bh1745,"[3.0,9228.0,2.0]",1497392584802
light-bh1745,"[3.0,9941.0,3.0]",1497392585152
light-bh1745,"[3.0,10000.0,3.0]",1497392585502
light-bh1745,"[5.0,6083.0,3.0]",1497392585852
light-bh1745,"[5.0,8913.0,3.0]",1497392586202
light-bh1745,"[4.0,9941.0,3.0]",1497392586552
light-bh1745,"[4.0,9941.0,3.0]",1497392586902
light-bh1745,"[3.0,8101.0,2.0]",1497392587252
light-bh1745,"[3.0,8101.0,3.0]",1497392587602
light-bh1745,"[3.0,10000.0,3.0]",1497392587952
light-bh1745,"[5.0,6083.0,4.0]",1497392588302
light-bh1745,"[5.0,6602.0,3.0]",1497392588652
light-bh1745,"[5.0,6083.0,3.0]",1497392589002
light-bh1745,"[10.0,8913.0,2.0]",1497392589351
light-bh1745,"[5.0,8101.0,3.0]",1497392589702
light-bh1745,"[4.0,7256.0,3.0]",1497392590052
light-bh1745,"[4.0,7256.0,3.0]",1497392590402
light-bh1745,"[3.0,8101.0,3.0]",1497392590751
light-bh1745,"[5.0,6083.0,3.0]",1497392591102
light-bh1745,"[3.0,8101.0,3.0]",1497392591452
light-bh1745,"[3.0,9228.0,3.0]",1497392591802
light-bh1745,"[5.0,6602.0,3.0]",1497392592151
light-bh1745,"[4.0,8101.0,3.0]",1497392592501
light-bh1745,"[5.0,8913.0,3.0]",1497392592851
light-bh1745,"[4.0,7256.0,3.0]",1497392593202
light-bh1745,"[8.0,9941.0,2.0]",1497392593552
light-bh1745,"[4.0,8913.0,3.0]",1497392593901
light-bh1745,"[3.0,9941.0,2.0]",1497392594252
light-bh1745,"[4.0,7256.0,3.0]",1497392594602
light-bh1745,"[5.0,8913.0,3.0]",1497392594952
light-bh1745,"[4.0,9941.0,3.0]",1497392595302
light-bh1745,"[4.0,7256.0,3.0]",1497392595652
light-bh1745,"[8.0,8101.0,2.0]",1497392596002
light-bh1745,"[4.0,9941.0,3.0]",1497392596352
light-bh1745,"[10.0,6602.0,2.0]",1497392596702
light-bh1745,"[5.0,6602.0,3.0]",1497392597052
light-bh1745,"[4.0,7256.0,3.0]",1497392597402
light-bh1745,"[4.0,8913.0,3.0]",1497392597752
light-bh1745,"[5.0,8913.0,3.0]",1497392598101
light-bh1745,"[8.0,8101.0,1.0]",1497392598452
light-bh1745,"[4.0,7256.0,3.0]",1497392598802
light-bh1745,"[4.0,10000.0,3.0]",1497392599151
light-bh1745,"[4.0,10000.0,3.0]",1497392599502
light-bh1745,"[8.0,9941.0,2.0]",1497392599852
light-bh1745,"[8.0,8101.0,2.0]",1497392600201
light-bh1745,"[3.0,10000.0,3.0]",1497392600552
light-bh1745,"[4.0,8913.0,3.0]",1497392600902
light-bh1745,"[4.0,6602.0,3.0]",1497392601252
light-bh1745,"[8.0,10000.0,2.0]",1497392601602
light-bh1745,"[4.0,8101.0,3.0]",1497392601952
light-bh1745,"[9.0,9941.0,2.0]",1497392602302
light-bh1745,"[8.0,8101.0,2.0]",1497392602652
light-bh1745,"[3.0,10000.0,3.0]",1497392603002
light-bh1745,"[3.0,10000.0,3.0]",1497392603351
light-bh1745,"[5.0,6083.0,3.0]",1497392603702
light-bh1745,"[4.0,9941.0,3.0]",1497392604051
light-bh1745,"[3.0,9941.0,2.0]",1497392604402
light-bh1745,"[4.0,6602.0,3.0]",1497392604752
light-bh1745,"[5.0,6602.0,3.0]",1497392605102
light-bh1745,"[3.0,10000.0,3.0]",1497392605452
light-bh1745,"[4.0,6602.0,3.0]",1497392605802
light-bh1745,"[4.0,7256.0,3.0]",1497392606152
light-bh1745,"[4.0,7256.0,3.0]",1497392606501
light-bh1745,"[3.0,7256.0,3.0]",1497392606851
light-bh1745,"[3.0,8101.0,3.0]",1497392607202
light-bh1745,"[4.0,9941.0,3.0]",1497392607551
light-bh1745,"[4.0,7256.0,4.0]",1497392607902
light-bh1745,"[5.0,8101.0,3.0]",1497392608252
light-bh1745,"[8.0,9941.0,2.0]",1497392608602
light-bh1745,"[3.0,10000.0,3.0]",1497392608953
light-bh1745,"[3.0,10000.0,3.0]",1497392609302
light-bh1745,"[4.0,8913.0,3.0]",1497392609652
light-bh1745,"[3.0,8101.0,3.0]",1497392610002
light-bh1745,"[3.0,9941.0,3.0]",1497392610352
light-bh1745,"[4.0,7256.0,3.0]",1497392610702
light-bh1745,"[4.0,9941.0,3.0]",1497392611052
light-bh1745,"[8.0,9941.0,2.0]",1497392611401
light-bh1745,"[8.0,7256.0,1.0]",1497392611752
light-bh1745,"[3.0,8101.0,3.0]",1497392612102
light-bh1745,"[3.0,10000.0,3.0]",1497392612452
light-bh1745,"[3.0,9228.0,2.0]",1497392612802
light-bh1745,"[4.0,9941.0,3.0]",1497392613151
light-bh1745,"[3.0,8101.0,3.0]",1497392613502
light-bh1745,"[3.0,9941.0,3.0]",1497392613852
light-bh1745,"[4.0,8913.0,3.0]",1497392614202
light-bh1745,"[11.0,8101.0,3.0]",1497392614552
light-bh1745,"[8.0,7256.0,2.0]",1497392614902
light-bh1745,"[3.0,10000.0,2.0]",1497392615252
light-bh1745,"[4.0,7256.0,3.0]",1497392615602
light-bh1745,"[5.0,6602.0,3.0]",1497392615952
light-bh1745,"[4.0,7256.0,3.0]",1497392616301
light-bh1745,"[4.0,7256.0,3.0]",1497392616652
light-bh1745,"[5.0,6602.0,3.0]",1497392617002
light-bh1745,"[4.0,7256.0,3.0]",1497392617351
light-bh1745,"[4.0,6602.0,3.0]",1497392617701
light-bh1745,"[4.0,7256.0,4.0]",1497392618052
light-bh1745,"[4.0,4669.0,3.0]",1497392618402
light-bh1745,"[6.0,10000.0,1.0]",1497392618752
light-bh1745,"[3.0,8101.0,3.0]",1497392619102
light-bh1745,"[3.0,10000.0,3.0]",1497392619452
light-bh1745,"[5.0,8913.0,3.0]",1497392619802
light-bh1745,"[4.0,10000.0,3.0]",1497392620152
light-bh1745,"[5.0,6602.0,3.0]",1497392620501
light-bh1745,"[5.0,8913.0,3.0]",1497392620852
light-bh1745,"[4.0,7256.0,3.0]",1497392621202
light-bh1745,"[4.0,8913.0,4.0]",1497392621552
light-bh1745,"[4.0,9941.0,3.0]",1497392621902
light-bh1745,"[8.0,9941.0,2.0]",1497392622252
light-bh1745,"[4.0,8913.0,4.0]",1497392622602
light-bh1745,"[3.0,10000.0,3.0]",1497392622952
light-bh1745,"[4.0,10000.0,3.0]",1497392623302
light-bh1745,"[4.0,7256.0,3.0]",1497392623652
light-bh1745,"[3.0,10000.0,2.0]",1497392624001
light-bh1745,"[3.0,10000.0,2.0]",1497392624352
light-bh1745,"[3.0,8101.0,3.0]",1497392624702
light-bh1745,"[9.0,6602.0,2.0]",1497392625051
light-bh1745,"[3.0,10000.0,3.0]",1497392625402
light-bh1745,"[4.0,9941.0,3.0]",1497392625752
light-bh1745,"[4.0,7256.0,4.0]",1497392626102
light-bh1745,"[3.0,8101.0,3.0]",1497392626452
light-bh1745,"[4.0,10000.0,3.0]",1497392626802
light-bh1745,"[5.0,6602.0,3.0]",1497392627152
light-bh1745,"[4.0,7256.0,3.0]",1497392627502
light-bh1745,"[4.0,9941.0,3.0]",1497392627852
light-bh1745,"[4.0,7256.0,3.0]",1497392628202
light-bh1745,"[5.0,6602.0,3.0]",1497392628551
light-bh1745,"[3.0,10000.0,3.0]",1497392628902
light-bh1745,"[4.0,9941.0,3.0]",1497392629251
light-bh1745,"[3.0,10000.0,2.0]",1497392629602
light-bh1745,"[4.0,9941.0,3.0]",1497392629952
light-bh1745,"[3.0,9228.0,3.0]",1497392630301
light-bh1745,"[4.0,8101.0,3.0]",1497392630652
